Time,CC,LOC,LLOC,SLOC,Comments,Comment Blocks,Blank,Single Comments,H1,H2,N1,N2,Vocabulary,Length,Calculated Length,Volume,Difficulty,Effort,Time,Bugs,MI
Base,5,861,296,385,52,261,168,47,20,145,107,181,165,288,1127.53,2121.5,12.48,26482.18,1471.23,0.71,40.53
